id,c1_high,c2_high,c3_high,c4_high,water_diff
1784,3.4,5.8,14.7,18.9,-14.78147
1785,2,4.7,15.4,20.2,-5.40941
1786,2,4.7,15.4,20.2,-5.40941
1787,99.9,99.9,5.9,10.4,10.09826
1788,99.9,99.9,5.9,10.4,10.09826
1789,5.9,9.4,13.1,17.6,-2.72462
1790,99.9,99.9,4.5,9.2,21.19937
1791,6.9,10.2,13.4,18.2,9.55391
1792,6.9,10.2,13.4,18.2,9.55391
1793,6.9,10.2,13.4,18.2,9.55391
1794,99.9,1.9,5.8,10.5,2.42202
1795,99.9,1.9,5.8,10.5,2.42202
1796,99.9,99.9,99.9,4.9,40.11691
1797,99.9,0,10,14.6,10.34368
1798,1.5,4,14.3,18.6,-10.26387
1799,3.6,6.1,16.4,20.9,-12.36446
1800,99.9,99.9,0.6,5.5,61.21493
1801,99.9,99.9,0.6,5.5,20.19743
1802,99.9,99.9,0.6,5.5,20.19743
1803,99.9,99.9,99.9,99.9,101.4967
1804,6.9,10.2,13.4,18.2,9.82539
1805,6.9,10.2,13.4,18.2,9.82539
1806,99.9,0.5,9.6,13.9,6.37748
1807,99.9,0.5,9.6,13.9,6.37748
1808,1.4,3.7,13.8,18,-13.7277
1809,1.4,3.7,13.8,18,-13.7277
1810,99.9,2.1,6.8,11.2,2.46632
1811,99.9,0.5,9.6,13.9,5.45337
1812,99.9,0.5,9.6,13.9,5.45337
1813,99.9,99.9,1.2,6,20.4789
1814,99.9,99.9,1.2,6,20.4789
1815,99.9,99.9,1.2,6,20.4789
1816,99.9,99.9,0.6,5.5,16.62566
1817,99.9,99.9,0.6,5.5,16.62566
1818,99.9,99.9,0.6,5.5,16.62566
1819,99.9,99.9,99.9,99.9,70.59458
1820,99.9,99.9,99.9,99.9,70.59458
1821,99.9,99.9,4.3,9.1,-10.67587
1822,99.9,99.9,4.3,9.1,-10.67587
1823,99.9,99.9,4.3,9.1,-10.67587
1824,99.9,99.9,4.5,9.2,16.55657
1825,2.3,4.1,13.7,18.2,-7.759
1826,2.3,4.1,13.7,18.2,-7.759
1827,1.5,4,14.3,18.6,0.05191
1828,1.5,4,14.3,18.6,0.05191
1829,3.9,6.5,16.7,21.6,3.16428
1830,3.9,6.5,16.7,21.6,3.03554
1831,3.9,6.5,16.7,21.6,3.03554
1832,99.9,99.9,9.7,14.7,0.31114
1833,99.9,99.9,9.7,14.7,0.31114
1834,99.9,99.9,9.7,14.7,0.31114
1835,99.9,99.9,99.9,99.9,45.39553
1836,99.9,99.9,99.9,99.9,45.39553
1837,5.9,9.4,13.1,17.6,-6.95458
1838,5.9,9.4,13.1,17.6,-6.95458
1839,99.9,2.1,10.4,14.7,-10.86306
1840,99.9,2.1,10.4,14.7,-10.86306
1841,99.9,99.9,99.9,99.9,127.28042
1842,5.9,9.4,13.1,17.6,-9.5057
1843,5.9,9.4,13.1,17.6,-9.5057
1844,99.9,99.9,99.9,99.9,95.47906
1845,99.9,99.9,99.9,99.9,95.47906
1846,99.9,99.9,4.3,9.1,-2.49324
1847,99.9,99.9,4.3,9.1,-2.49324
1848,99.9,99.9,0.6,5.5,37.18277
1849,99.9,99.9,0.6,5.5,37.18277
1850,99.9,99.9,0.6,5.5,37.18277
1851,99.9,99.9,7.9,12.6,12.49844
1852,99.9,99.9,7.9,12.6,12.49844
1853,0,6.3,10.8,15.2,-3.45382
1854,0,6.3,10.8,15.2,-3.45382
1855,0,6.3,10.8,15.2,-3.45382
1856,3.3,5.5,15,19.6,-6.92391
1857,3.3,5.5,15,19.6,-6.92391
1858,5.9,9.4,13.1,17.6,-9.55158
1859,5.9,9.4,13.1,17.6,-9.55158
1860,1.5,4,14.3,18.6,-10.7094
1861,1.5,4,14.3,18.6,-22.32931
1862,2.6,5,14.3,18.8,-10.80545
1863,2.6,5,14.3,18.8,-10.80545
1864,99.9,99.9,99.9,99.9,107.56567
1865,99.9,99.9,99.9,99.9,107.56567
1866,99.9,99.9,99.9,99.9,107.56567
1867,3.4,5.8,14.7,18.9,-7.74445
1868,3.4,5.8,14.7,18.9,-7.74445
1869,99.9,1.9,5.8,10.5,1.32137
1870,99.9,1.9,5.8,10.5,1.32137
1871,99.9,2.1,6.8,11.2,-4.41612
1872,1.4,3.7,13.8,18,-13.89969
1873,1.4,3.7,13.8,18,-13.89969
1874,2.6,5,14.3,18.8,-9.78169
1875,99.9,99.9,7.9,12.6,-0.37262
1876,99.9,99.9,7.9,12.6,-0.37262
1877,99.9,99.9,7.9,12.6,-0.37262
1878,99.9,0.9,10.7,15.4,7.95891
1879,99.9,0.9,10.7,15.4,7.95891
1880,99.9,0.9,10.7,15.4,7.95891
1881,99.9,99.9,4.1,8.9,45.74906
1882,99.9,0.9,10.7,15.4,-7.23146
1883,99.9,0.9,10.7,15.4,-16.15481
1884,99.9,0.9,10.7,15.4,-16.15481
1885,99.9,99.9,0.2,4.8,19.92449
1886,99.9,99.9,0.2,4.8,19.92449
1887,1.5,4,14.3,18.6,-12.03589
1888,1.5,4,14.3,18.6,-12.03589
1889,99.9,99.9,99.9,99.9,93.63848
1890,99.9,99.9,99.9,99.9,93.63848
1891,99.9,99.9,99.9,99.9,93.63848
1892,99.9,99.9,99.9,99.9,93.63848
1893,99.9,99.9,99.9,99.9,93.63848
1894,99.9,99.9,4.6,9.1,31.10564
1895,99.9,99.9,4.6,9.1,31.10564
1896,99.9,0.9,10.7,15.4,-16.66706
1897,99.9,0.9,10.7,15.4,-16.66706
1898,6.9,10.2,13.4,18.2,27.04284
1899,6.9,10.2,13.4,18.2,27.04284
1900,99.9,99.9,99.9,3.3,62.80928
1901,99.9,0.9,10.7,15.4,-0.64802
1902,99.9,99.9,5.9,10.4,5.70441
1903,99.9,99.9,5.9,10.4,5.70441
1904,99.9,99.9,5.9,10.4,5.70441
1905,99.9,99.9,5.9,10.4,5.70441
1906,3.3,5.4,12.6,16.9,-9.57928
1907,3.3,5.4,12.6,16.9,-9.57928
1908,99.9,99.9,1.2,6,23.99272
1909,99.9,99.9,99.9,99.9,134.42104
1910,3.4,5.8,14.7,18.9,-17.4709
1911,3.4,5.8,14.7,18.9,-17.4709
1912,1.5,4,14.3,18.6,-7.48681
1913,4.9,7.2,13.4,17.7,-7.8482
1914,4.9,7.2,13.4,17.7,-7.8482
1915,4.9,7.2,13.4,17.7,-7.8482
1916,1.4,3.7,13.8,18,-11.34451
1917,99.9,2.9,11.2,15.7,0.97012
1918,3,6.6,10.2,14.8,2.61983
1919,3,6.6,10.2,14.8,2.61983
1920,99.9,1.9,5.8,10.5,1.62234
1921,99.9,1.9,5.8,10.5,1.62234
1922,99.9,1.9,5.8,10.5,1.62234
1923,2.3,4.1,13.7,18.2,-23.35188
1924,99.9,2.1,10.4,14.7,-5.70401
1925,99.9,2.1,10.4,14.7,-5.70401
1926,99.9,2.1,10.4,14.7,-5.70401
1927,99.9,2.1,10.4,14.7,-5.70401
1928,99.9,2.1,10.4,14.7,-5.70401
1929,99.9,99.9,99.9,99.9,99.13612
1930,99.9,99.9,99.9,99.9,99.13612
1931,0.5,2.5,11.1,15.3,-15.05729
1932,0.5,2.5,11.1,15.3,-15.05729
1933,0.5,2.5,11.1,15.3,-15.05729
1934,99.9,3.6,8.5,12.7,5.18202
1935,99.9,3.6,8.5,12.7,5.18202
1936,99.9,3.6,8.5,12.7,5.18202
1937,99.9,99.9,99.9,99.9,69.57771
1938,99.9,99.9,99.9,99.9,69.57771
1939,99.9,99.9,99.9,99.9,69.57771
1940,99.9,99.9,99.9,99.9,69.57771
1941,99.9,99.9,4.3,9.1,12.71798
1942,99.9,99.9,4.3,9.1,12.71798
1943,99.9,3.6,10.6,15.2,-8.01033
1944,99.9,3.6,10.6,15.2,-8.01033
1945,99.9,3.6,10.6,15.2,-8.01033
1946,2.3,4.1,13.7,18.2,-19.86503
1947,99.9,0.8,10.4,14.9,-5.20203
1948,99.9,0.8,10.4,14.9,-5.20203
1949,99.9,0.8,10.4,14.9,-5.20203
1950,99.9,0.8,10.4,14.9,-5.20203
1951,1.5,4,14.3,18.6,-13.66664
1952,1.5,4,14.3,18.6,-13.66664
1953,99.9,99.9,5.9,10.4,7.81254
1954,99.9,0.8,10.4,14.9,-2.87901
1955,99.9,0.8,10.4,14.9,-2.87901
1956,99.9,99.9,1.2,6,43.0798
1957,4.9,7.2,13.4,17.7,-8.21402
1958,4.9,7.2,13.4,17.7,-8.21402
1959,99.9,1.9,5.8,10.5,-0.8123
1960,3.3,5.4,12.6,16.9,-15.86609
1961,99.9,99.9,5.9,10.4,13.50068
1962,99.9,99.9,5.9,10.4,13.50068
1963,99.9,99.9,99.9,99.9,32.28316
1964,2.6,5,14.3,18.8,-2.99747
1965,2.6,5,14.3,18.8,-2.99747
1966,99.9,0.8,10.4,14.9,-0.44749
1967,99.9,0.8,10.4,14.9,-0.44749
1968,99.9,99.9,1.2,6,47.6406
1969,99.9,99.9,1.2,6,47.6406
1970,99.9,99.9,1.2,6,47.6406
1971,99.9,99.9,1.2,6,47.6406
1972,99.9,99.9,7.9,12.6,8.93852
1973,99.9,99.9,9.9,14.9,3.63319
1974,99.9,1.9,5.8,10.5,11.26689
1975,99.9,1.9,5.8,10.5,11.26689
1976,6.9,10.2,13.4,18.2,-1.89411
1977,99.9,99.9,99.9,99.9,99.56667
1978,99.9,99.9,99.9,99.9,99.56667
1979,99.9,99.9,99.9,99.9,99.56667
1980,99.9,99.9,99.9,99.9,99.56667
1981,1.4,3.7,13.8,18,-6.33765
1982,1.4,3.7,13.8,18,-6.33765
1983,1.4,3.7,13.8,18,-18.99287
1984,1.4,3.7,13.8,18,-18.99287
1985,99.9,99.9,99.9,99.9,109.00866
1986,99.9,99.9,99.9,99.9,109.00866
1987,3.3,5.4,12.6,16.9,-4.37805
1988,99.9,99.9,99.9,99.9,109.12116
1989,99.9,99.9,0.6,5.5,11.21477
1990,99.9,99.9,7.9,12.6,12.69665
1991,99.9,99.9,7.9,12.6,12.69665
1992,99.9,0,10,14.6,-14.66296
1993,99.9,0,10,14.6,-14.66296
1994,99.9,99.9,5.9,10.4,6.85891
1995,99.9,99.9,5.9,10.4,6.85891
1996,99.9,99.9,99.9,99.9,83.52694
1997,99.9,99.9,99.9,99.9,83.52694
1998,99.9,99.9,99.9,99.9,83.52694
1999,2.6,5,14.3,18.8,-11.37865
2000,99.9,0.5,9.6,13.9,-0.07916
2001,99.9,0.5,9.6,13.9,-0.07916
2002,99.9,0.5,9.6,13.9,-0.07916
2003,99.9,0.8,10.4,14.9,5.39548
2004,3.4,5.8,14.7,18.9,-14.11054
2005,1.5,4,14.3,18.6,-16.23985
2006,99.9,3.6,8.5,12.7,5.08821
2007,99.9,99.9,1.2,6,31.86338
2008,99.9,99.9,1.2,6,31.86338
2009,5.9,9.4,13.1,17.6,-9.2606
2010,5.9,9.4,13.1,17.6,-9.2606
2011,99.9,1.9,5.8,10.5,-0.28523
2012,99.9,1.9,5.8,10.5,-0.28523
2013,99.9,1.9,5.8,10.5,-0.28523
2014,99.9,99.9,99.9,99.9,81.61617
2015,99.9,99.9,99.9,99.9,81.61617
2016,99.9,99.9,7.9,12.6,15.5757
2017,99.9,8.4,14.6,19.5,-7.71246
2018,99.9,8.4,14.6,19.5,-7.71246
2019,99.9,8.4,14.6,19.5,-7.71246
2020,99.9,99.9,9.9,14.9,17.41558
2021,99.9,99.9,9.9,14.9,17.41558
2022,99.9,99.9,9.9,14.9,19.36075
2023,99.9,99.9,9.9,14.9,19.36075
2024,99.9,99.9,9.9,14.9,19.36075
2025,99.9,99.9,9.9,14.9,19.36075
2026,99.9,99.9,9.9,14.9,19.36075
2027,99.9,99.9,9.9,14.9,19.36075
2028,99.9,99.9,9.9,14.9,11.56678
2029,99.9,99.9,4.7,9.7,21.5604
2030,1.5,4,14.3,18.6,-12.72414
2031,1.5,4,14.3,18.6,-12.72414
2032,99.9,2.1,10.4,14.7,-19.47216
2033,99.9,2.1,10.4,14.7,-19.47216
2034,99.9,2.1,10.4,14.7,-19.47216
2035,3.3,5.5,15,19.6,-8.37519
2036,3.3,5.5,15,19.6,-8.37519
2037,99.9,0.9,10.7,15.4,-8.27242
2038,99.9,0.9,10.7,15.4,-8.27242
2039,99.9,99.9,5.9,10.4,15.14569
2040,99.9,99.9,5.9,10.4,15.14569
2041,99.9,99.9,99.9,99.9,89.85374
2042,99.9,99.9,99.9,99.9,89.85374
2043,99.9,99.9,99.9,99.9,89.85374
2044,99.9,0.5,9.6,13.9,-9.24297
2045,99.9,99.9,4.3,9.1,13.79276
2046,99.9,99.9,4.3,9.1,13.79276
2047,99.9,99.9,4.3,9.1,18.65913
2048,99.9,99.9,4.3,9.1,18.65913
2049,1.6,4.1,13.2,17.6,-16.96342
2050,99.9,0.8,10.4,14.9,-10.40969
2051,99.9,99.9,99.9,99.9,127.92597
2052,99.9,99.9,99.9,99.9,127.92597
2053,99.9,0.6,7,11.4,5.95333
2054,99.9,0.6,7,11.4,5.95333
2055,99.9,99.9,3.6,8.4,29.65842
2056,5.9,9.4,13.1,17.6,-11.27526
2057,6.4,9.7,13.4,17.9,-10.00228
2058,99.9,99.9,4.5,9.2,32.94196
2059,99.9,99.9,1.2,6,45.22867
2060,99.9,99.9,1.2,6,45.22867
2061,3.4,5.8,16,20.2,-15.25424
2062,3.4,5.8,16,20.2,-15.25424
2063,99.9,2.1,6.8,11.2,8.04589
2064,3.2,5.4,14.3,18.4,-19.69408
2065,3.2,5.4,14.3,18.4,-19.69408
2066,99.9,4.6,10.4,15.4,12.20714
2067,99.9,4.6,10.4,15.4,12.20714
2068,99.9,99.9,99.9,4.2,23.28617
2069,99.9,99.9,99.9,4.2,23.28617
2070,99.9,99.9,99.9,4.2,23.28617
2071,99.9,99.9,99.9,4.2,23.28617
2072,99.9,99.9,5.9,10.4,17.34781
2073,99.9,0.5,9.6,13.9,-3.88859
2074,99.9,0.5,9.6,13.9,-3.88859
2075,99.9,0.9,10.7,15.4,-14.26761
2076,99.9,0.9,10.7,15.4,-14.26761
2077,99.9,99.9,0.6,5.5,27.28545
2078,99.9,99.9,0.6,5.5,27.28545
2079,99.9,99.9,0.6,5.5,27.28545
2080,99.9,99.9,0.6,5.5,27.28545
2081,5.9,9.4,13.1,17.6,-13.84856
2082,5.9,9.4,13.1,17.6,-13.84856
2083,99.9,99.9,99.9,99.9,67.00359
2084,3.2,5.4,14.3,18.4,-17.59491
2085,3.2,5.4,14.3,18.4,-17.59491
2086,3.2,5.4,14.3,18.4,-17.59491
2087,99.9,99.9,4.3,9.1,-5.76218
2088,99.9,99.9,4.3,9.1,-5.76218
2089,4.9,7.2,13.4,17.7,-8.58177
2090,99.9,99.9,99.9,99.9,24.74689
2091,99.9,99.9,99.9,99.9,24.74689
2092,99.9,99.9,99.9,0,29.65203
2093,99.9,99.9,99.9,0,29.65203
2094,1.5,4,14.3,18.6,-14.85722
2095,1.5,4,14.3,18.6,-14.85722
2096,99.9,0.9,10.7,15.4,-6.98527
2097,99.9,0.9,10.7,15.4,-6.98527
2098,99.9,0.9,10.7,15.4,-6.98527
2099,99.9,99.9,4.2,8.7,15.92796
2100,99.9,99.9,4.2,8.7,15.92796
2101,99.9,99.9,0.5,5.4,27.16759
2102,99.9,99.9,7.9,12.6,16.01723
2103,99.9,99.9,7.9,12.6,16.01723
2104,99.9,99.9,7.9,12.6,16.01723
2105,99.9,1.3,4.8,9.9,13.33709
2106,99.9,1.3,4.8,9.9,13.33709
2107,3.9,6.5,16.7,21.6,9.44807
2108,99.9,2.5,6.2,11.1,6.65763
2109,99.9,2.5,6.2,11.1,6.65763
2110,5.9,9.4,13.1,17.6,-10.58481
2111,99.9,99.9,99.9,99.9,83.90208
2112,99.9,99.9,99.9,99.9,83.90208
2113,99.9,99.9,99.9,99.9,83.90208
2114,99.9,0.9,10.7,15.4,-6.46037
2115,99.9,0.9,10.7,15.4,-6.46037
2116,99.9,0.6,7,11.4,12.63876
2117,99.9,0.6,7,11.4,12.63876
2118,99.9,0.5,9.6,13.9,4.35434
2119,99.9,0.5,9.6,13.9,4.35434
2120,99.9,0.5,9.6,13.9,4.35434
2121,6.4,9.7,13.4,17.9,-6.29103
2122,6.4,9.7,13.4,17.9,-6.29103
2123,3.4,5.8,16,20.2,-28.99
2124,3.4,5.8,16,20.2,-28.99
2125,99.9,99.9,4.5,9.2,23.47338
2126,99.9,0.3,9.1,13.7,3.82931
2127,99.9,99.9,4.5,9.2,14.51306
2128,99.9,99.9,4.5,9.2,14.51306
2129,99.9,99.9,4.5,9.2,14.51306
2130,99.9,99.9,4.5,9.2,14.51306
2131,99.9,99.9,1.2,6,31.25386
2132,99.9,99.9,1.2,6,31.25386
2133,99.9,99.9,1.2,6,31.25386
2134,99.9,99.9,0.6,5.5,36.36976
2135,99.9,99.9,0.6,5.5,36.36976
2136,99.9,1.9,5.8,10.5,1.07518
2137,99.9,1.9,5.8,10.5,1.07518
2138,99.9,0.6,7,11.4,15.3736
2139,99.9,0,10,14.6,-0.39133
2140,2.3,4.1,13.7,18.2,0.57079
2141,2.3,4.1,13.7,18.2,0.57079
2142,2.3,4.1,13.7,18.2,0.57079
2143,99.9,99.9,99.9,99.9,94.11684
2144,99.9,0.5,9.6,13.9,1.81147
2145,99.9,0.5,9.6,13.9,1.81147
2146,3.9,6.5,16.7,21.6,-5.65932
2147,99.9,99.9,99.9,99.9,99.1702
2148,99.9,99.9,99.9,99.9,99.1702
2149,99.9,99.9,99.9,99.9,99.1702
2150,99.9,2.5,6.2,11.1,7.11608
2151,99.9,2.5,6.2,11.1,7.11608
2152,99.9,99.9,4.5,9.2,32.66153
2153,99.9,99.9,0.6,5.5,40.86425
2154,99.9,0.9,10.7,15.4,-14.38812
2155,99.9,99.9,99.9,1.9,25.0934
2156,99.9,99.9,4.5,9.2,18.06123
2157,99.9,99.9,4.5,9.2,18.06123
2158,99.9,0.9,10.7,15.4,-10.54486
2159,99.9,0.9,10.7,15.4,-10.54486
2160,99.9,99.9,4.3,9.1,13.69945
2161,99.9,99.9,4.3,9.1,13.69945
2162,99.9,99.9,4.3,9.1,13.69945
2163,0.5,2.5,11.1,15.3,-16.98144
2164,0.5,2.5,11.1,15.3,-16.98144
2165,99.9,99.9,99.9,99.9,98.93382
2166,2.6,5,14.3,18.8,-12.78037
2167,2.6,5,14.3,18.8,-12.78037
2168,99.9,99.9,4.5,9.2,5.16574
2169,99.9,99.9,4.5,9.2,5.16574
2170,99.9,99.9,4.5,9.2,5.16574
2171,99.9,99.9,5.9,10.4,9.8978
2172,99.9,2.9,11.2,15.7,-1.00781
2173,99.9,2.1,6.8,11.2,-3.27505
2174,99.9,1.7,7.1,11.8,11.99522
2175,99.9,1.7,7.1,11.8,11.99522
2176,99.9,99.9,4.3,9.1,28.96924
2177,99.9,2,13,17.9,29.75816
2178,99.9,2,13,17.9,29.75816
2179,99.9,2,13,17.9,29.75816
2180,99.9,99.9,7.9,12.6,26.99675
2181,99.9,99.9,7.9,12.6,26.99675
2182,5.9,9.4,13.1,17.6,-13.28341
2183,99.9,2.1,10.4,14.7,-12.02784
2184,99.9,99.9,99.9,99.9,66.14088
2185,1.4,3.7,13.8,18,-9.27558
2186,1.4,3.7,13.8,18,-9.27558
2187,1.4,3.7,13.8,18,-9.27558
2188,99.9,99.9,99.9,99.9,68.52321
2189,99.9,0.9,10.7,15.4,3.17221
2190,3.3,5.4,12.6,16.9,-8.97079
2191,3.3,5.4,12.6,16.9,-8.97079
2192,3.3,5.4,12.6,16.9,-8.97079
2193,99.9,99.9,99.9,99.9,98.25059
2194,99.9,99.9,99.9,99.9,98.25059
2195,99.9,99.9,99.9,99.9,98.25059
2196,99.9,99.9,99.9,99.9,98.25059
2197,99.9,99.9,7.9,12.6,12.25637
2198,99.9,99.9,7.9,12.6,12.25637
2199,1.4,3.7,13.8,18,-16.71141
2200,1.4,3.7,13.8,18,-16.71141
2201,99.9,99.9,99.9,99.9,99.01965
2202,99.9,99.9,99.9,99.9,99.01965
2203,99.9,99.9,99.9,99.9,99.01965
2204,99.9,99.9,99.9,99.9,114.12962
2205,99.9,99.9,99.9,99.9,114.12962
2206,99.9,2.1,6.8,11.2,-4.0207
2207,99.9,2.1,6.8,11.2,-4.0207
2208,99.9,0.6,7,11.4,4.44996
2209,2.3,4.1,13.7,18.2,-13.89348
2210,0.5,2.5,11.1,15.3,6.68182
2211,0.5,2.5,11.1,15.3,6.68182
2212,6.9,10.2,13.4,18.2,14.12179
2213,99.9,99.9,4.6,9.1,-7.80943
2214,99.9,99.9,99.9,99.9,106.89719
2215,99.9,99.9,99.9,99.9,106.89719
2216,99.9,99.9,99.9,99.9,106.89719
2217,2.3,4.1,13.7,18.2,1.82816
2218,2.3,4.1,13.7,18.2,1.82816
2219,2.3,4.1,13.7,18.2,1.82816
2220,99.9,99.9,1.2,6,37.07307
2221,99.9,99.9,1.2,6,37.07307
2222,99.9,0,10,14.6,1.4419
2223,99.9,0.5,6.9,11.7,6.95581
2224,99.9,0.5,6.9,11.7,6.95581
2225,2.3,4.1,13.7,18.2,-10.72951
2226,2.3,4.1,13.7,18.2,-10.72951
2227,99.9,2,13,17.9,9.86258
2228,99.9,2,13,17.9,9.86258
2229,3.3,5.3,14.4,17.8,-8.24107
2230,3.3,5.3,14.4,17.8,-8.24107
2231,99.9,2.1,10.4,14.7,-14.78808
2232,99.9,2.1,10.4,14.7,-14.78808
2233,99.9,2.1,10.4,14.7,-14.78808
2234,99.9,2.1,10.4,14.7,-14.78808
2235,99.9,2.1,6.8,11.2,11.21319
2236,99.9,1.5,8.3,13.1,-1.18222
2237,99.9,99.9,5.9,10.4,11.37204
2238,99.9,99.9,5.9,10.4,11.37204
2239,99.9,1.9,5.8,10.5,8.25924
2240,99.9,1.9,5.8,10.5,8.25924
2241,1.5,4,14.3,18.6,-16.05547
2242,99.9,99.9,1.2,6,31.58714
2243,99.9,99.9,1.2,6,31.58714
2244,6.9,10.2,13.4,18.2,0.40526
2245,6.9,10.2,13.4,18.2,0.40526
2246,6.9,10.2,13.4,18.2,12.93865
2247,6.9,10.2,13.4,18.2,12.93865
2248,99.9,99.9,99.9,99.9,77.45876
2249,6.4,9.7,13.4,17.9,6.93062
2250,6.4,9.7,13.4,17.9,6.93062
2251,1.4,5.5,10.4,14.5,4.31759
2252,1.4,5.5,10.4,14.5,4.31759
2253,1.4,5.5,10.4,14.5,4.31759
2254,99.9,99.9,6.2,11,-0.05039
2255,99.9,99.9,0.2,4.8,17.49298
2256,99.9,99.9,0.2,4.8,17.49298
2257,99.9,99.9,0.2,4.8,17.49298
2258,99.9,99.9,7.9,12.6,4.97821
2259,99.9,99.9,7.9,12.6,5.54382
2260,99.9,99.9,7.9,12.6,11.76216
2261,5.9,9.4,13.1,17.6,-10.54745
2262,5.9,9.4,13.1,17.6,-10.54745
2263,99.9,0.5,9.6,13.9,-13.17575
2264,99.9,0.5,6.9,11.7,3.95444
2265,99.9,0.5,6.9,11.7,3.95444
2266,2.3,4.1,13.7,18.2,-15.31624
2267,2.3,4.1,13.7,18.2,-15.31624
2268,2.3,4.1,13.7,18.2,-15.31624
2269,99.9,0.9,10.7,15.4,-10.18357
2270,99.9,0.9,10.7,15.4,-10.18357
2271,99.9,0.9,10.7,15.4,-10.18357
2272,99.9,99.9,99.9,99.9,66.45763
2273,99.9,99.9,99.9,99.9,66.45763
2274,99.9,99.9,0.5,5.4,36.09853
2275,1.4,3.7,13.8,18,-14.82598
2276,99.9,99.9,99.9,99.9,77.63593
2277,99.9,99.9,99.9,99.9,102.68566
2278,99.9,99.9,99.9,99.9,102.68566
2279,99.9,99.9,99.9,99.9,105.16576
2280,99.9,99.9,99.9,99.9,105.16576
2281,99.9,0.9,10.7,15.4,-3.80533
2282,99.9,0.9,10.7,15.4,-3.80533
2283,99.9,99.9,4.5,9.2,13.75358
2284,99.9,99.9,4.5,9.2,13.75358
2285,99.9,99.9,4.5,9.2,13.75358
2286,3.3,5.5,15,19.6,-9.35987
2287,3.3,5.5,15,19.6,-9.35987
2288,3.3,5.5,15,19.6,-9.35987
2289,99.9,99.9,4.3,9.1,13.00608
2290,99.9,99.9,4.3,9.1,13.00608
2291,99.9,0.5,9.6,13.9,1.62477
2292,99.9,0.5,9.6,13.9,1.62477
2293,99.9,0.5,9.6,13.9,1.62477
2294,99.9,2.3,10.6,15,-4.53768
2295,99.9,99.9,0.2,4.8,22.41955
2296,99.9,99.9,0.2,4.8,22.41955
2297,99.9,99.9,0.2,4.8,22.41955
2298,99.9,99.9,99.9,99.9,111.03732
2299,99.9,2.9,11.2,15.7,-5.48244
2300,99.9,2.9,11.2,15.7,-5.48244
2301,99.9,0.5,6.9,11.7,0.45859
2302,99.9,0.5,6.9,11.7,0.45859
2303,99.9,0.5,6.9,11.7,0.45859
2304,99.9,99.9,0.2,4.8,5.20386
2305,99.9,99.9,0.2,4.8,5.20386
2306,99.9,0.8,10.4,14.9,-6.41128
2307,99.9,0.8,10.4,14.9,-6.41128
2308,99.9,0.8,10.4,14.9,-6.41128
2309,3.3,5.5,15,19.6,-5.28386
2310,1.5,4,14.3,18.6,-12.58038
2311,1.5,4,14.3,18.6,-12.58038
2312,99.9,1.9,5.8,10.5,13.32615
2313,99.9,1.9,5.8,10.5,13.32615
2314,99.9,99.9,99.9,99.9,87.70076
2315,2.3,4.1,13.7,18.2,-18.28781
2316,99.9,99.9,99.9,99.9,107.11691
2317,99.9,0.8,10.4,14.9,-13.45709
2318,99.9,99.9,99.9,99.9,121.85561
2319,99.9,99.9,99.9,99.9,82.27743
2320,99.9,99.9,99.9,99.9,82.27743
2321,3.3,5.4,12.6,16.9,-13.36103
2322,3.3,5.4,12.6,16.9,-13.36103
2323,99.9,99.9,99.9,99.9,77.22884
2324,99.9,99.9,99.9,99.9,77.22884
2325,99.9,99.9,7.9,12.6,17.40186
2326,99.9,99.9,7.9,12.6,17.40186
2327,99.9,99.9,7.9,12.6,17.40186
2328,99.9,99.9,99.9,3,56.30411
2329,99.9,99.9,99.9,3,56.30411
2330,99.9,99.9,99.9,3,56.30411
2331,5.9,9.4,13.1,17.6,-8.77204
2332,5.9,9.4,13.1,17.6,-8.77204
2333,5.9,9.4,13.1,17.6,-8.77204
2334,5.9,9.4,13.1,17.6,-8.77204
2335,5.9,9.4,13.1,17.6,-4.7913
2336,5.9,9.4,13.1,17.6,-4.7913
2337,99.9,99.9,6,11.1,37.1339
2338,99.9,99.9,6,11.1,37.1339
2339,99.9,99.9,6,11.1,37.1339
2340,99.9,99.9,6,11.1,37.1339
2341,99.9,99.9,0.2,4.8,25.25301
2342,99.9,99.9,0.2,4.8,25.25301
2343,3.3,5.4,12.6,16.9,-3.64211
2344,4.9,7.2,13.4,17.7,-6.37495
2345,99.9,99.9,0.6,5.5,67.03703
2346,99.9,99.9,0.6,5.5,67.03703
2347,99.9,0.6,7,11.4,8.46577
2348,99.9,0.6,7,11.4,8.46577
2349,99.9,99.9,99.9,99.9,72.68807
2350,99.9,99.9,99.9,99.9,72.68807
2351,99.9,99.9,99.9,99.9,72.68807
2352,6.9,10.2,13.4,18.2,-12.02405
2353,99.9,99.9,99.9,99.9,80.73766
2354,99.9,99.9,99.9,99.9,80.73766
2355,99.9,99.9,99.9,99.9,80.73766
2356,2.3,4.1,13.7,18.2,-9.12038
2357,2.3,4.1,13.7,18.2,-9.12038
2358,1.4,3.7,13.8,18,-16.1377
2359,1.4,3.7,13.8,18,-16.1377
2360,99.9,99.9,5.9,10.4,15.3338
2361,99.9,99.9,99.9,99.9,74.1334
2362,5.9,9.4,13.1,17.6,-8.12806
2363,5.9,9.4,13.1,17.6,-7.78029
2364,5.9,9.4,13.1,17.6,-7.78029
2365,99.9,0.9,10.7,15.4,-6.7185
