id,c1_high,c2_high,c3_high,c4_high,water_diff
600,99.9,0.8,10.4,14.9,2.50805
601,2.6,5,14.3,18.8,2.08527
602,99.9,99.9,99.9,99.9,92.84301
603,99.9,99.9,99.9,99.9,92.84301
604,99.9,99.9,0.5,5.4,31.61381
605,3.2,5.4,14.3,18.4,-19.09767
606,1.4,3.8,14.7,18.6,-16.30956
607,1.6,4.1,13.2,17.6,-21.81059
608,99.9,99.9,99.9,99.9,98.54816
609,99.9,99.9,99.9,99.9,98.54816
610,99.9,99.9,99.9,99.9,56.75415
611,99.9,99.9,7.9,12.6,21.91103
612,99.9,99.9,7.9,12.6,21.91103
613,99.9,99.9,7.9,12.6,21.91103
614,3,6.6,10.2,14.8,-0.76503
615,3,6.6,10.2,14.8,-0.76503
616,1.4,3.7,13.8,18,-7.74734
617,99.9,99.9,99.9,99.9,111.12185
618,99.9,99.9,99.9,99.9,111.12185
619,99.9,99.9,99.9,99.9,111.12185
620,99.9,99.9,99.9,99.9,111.12185
621,1.5,4,14.3,18.6,-1.76002
622,1.5,4,14.3,18.6,-1.76002
623,99.9,0.5,9.6,13.9,3.07583
624,2.3,4.1,13.7,18.2,-5.63186
625,2.3,4.1,13.7,18.2,-5.63186
626,3.3,5.3,14.4,17.8,-12.92418
627,3.3,5.3,14.4,17.8,-12.92418
628,99.9,99.9,99.9,99.9,54.10762
629,99.9,99.9,99.9,99.9,54.10762
630,99.9,99.9,99.9,99.9,105.66546
631,99.9,99.9,99.9,99.9,105.66546
632,99.9,99.9,99.9,99.9,105.66546
633,3.3,5.5,15,19.6,-10.04828
634,3.3,5.5,15,19.6,-10.04828
635,3.3,5.5,15,19.6,-10.04828
636,2.9,5.1,14.8,18.7,0.71767
637,2.9,5.1,14.8,18.7,0.71767
638,3.9,6.5,16.7,21.6,-4.96389
639,99.9,99.9,99.9,99.9,103.27612
640,3.9,6.5,16.7,21.6,-4.96389
641,99.9,99.9,4.3,9.1,7.528
642,99.9,99.9,7.9,12.6,12.81019
643,99.9,99.9,99.9,3.3,57.57065
644,99.9,99.9,99.9,3.3,57.57065
645,99.9,99.9,99.9,3.3,57.57065
646,99.9,99.9,99.9,3.3,57.57065
647,99.9,0.9,10.7,15.4,-10.75192
648,99.9,1.5,8.3,13.1,5.95725
649,99.9,1.5,8.3,13.1,5.95725
650,99.9,3.3,10.2,14.8,-7.20297
651,99.9,3.3,10.2,14.8,-7.20297
652,3.3,5.5,15,19.6,-10.2823
653,1.3,8.2,12.7,17,-1.16207
654,1.3,8.2,12.7,17,-1.16207
655,99.9,0.9,10.7,15.4,-17.29633
656,99.9,0.9,10.7,15.4,-17.29633
657,99.9,0,10,14.6,-7.78026
658,99.9,0,10,14.6,-7.78026
659,99.9,99.9,99.9,99.9,71.73795
660,99.9,99.9,99.9,99.9,71.73795
661,4.2,7.3,15.8,20.2,-6.11393
662,4.2,7.3,15.8,20.2,-6.11393
663,4.2,7.3,15.8,20.2,-6.11393
664,4.2,7.3,15.8,20.2,-6.11393
665,4.2,7.3,15.8,20.2,-6.11393
666,99.9,0.5,9.6,13.9,7.95982
667,99.9,0.5,9.6,13.9,7.95982
668,2.6,5,14.3,18.8,-14.29878
669,2.6,5,14.3,18.8,-14.29878
670,99.9,99.9,9.9,14.9,2.88992
671,99.9,99.9,9.9,14.9,2.88992
672,99.9,99.9,9.9,14.9,2.88992
673,99.9,99.9,9.9,14.9,2.88992
674,99.9,99.9,99.9,3.3,46.86327
675,99.9,99.9,99.9,3.3,46.86327
676,99.9,99.9,9.9,14.9,-10.63306
677,99.9,99.9,99.9,99.9,108.51731
678,99.9,99.9,99.9,99.9,108.51731
679,99.9,99.9,99.9,99.9,108.51731
680,3.4,5.8,14.7,18.9,-14.99694
681,3.4,5.8,14.7,18.9,-14.99694
682,3.4,5.8,14.7,18.9,-14.99694
683,99.9,1.8,6.6,11.7,8.42966
684,99.9,1.8,6.6,11.7,8.42966
685,99.9,99.9,4.7,9.7,28.65016
686,99.9,99.9,4.7,9.7,28.65016
687,99.9,0.5,9.6,13.9,6.49002
688,99.9,0.5,9.6,13.9,6.49002
689,1.5,4,14.3,18.6,-11.59538
690,1.5,4,14.3,18.6,-11.59538
691,1.3,3.9,15,18.9,-12.96566
692,1.3,3.9,15,18.9,-12.96566
693,99.9,99.9,5.9,10.4,15.13803
694,99.9,99.9,5.9,10.4,15.13803
695,99.9,99.9,5.9,10.4,15.13803
696,2,4.7,15.4,20.2,2.78511
697,2,4.7,15.4,20.2,2.78511
698,1.4,3.7,13.8,18,-18.85127
699,1.4,3.7,13.8,18,-18.85127
700,1.4,3.7,13.8,18,-18.85127
701,99.9,99.9,4.1,8.9,17.96458
702,99.9,99.9,4.1,8.9,17.96458
703,99.9,1.5,8.3,13.1,3.42055
704,99.9,1.5,8.3,13.1,3.42055
705,0.5,2.5,11.1,15.3,-11.49189
706,0.5,2.5,11.1,15.3,-11.49189
707,0,6.3,10.8,15.2,-3.42242
708,0,6.3,10.8,15.2,-3.42242
709,0,6.3,10.8,15.2,-3.42242
710,0,6.3,10.8,15.2,-3.42242
711,3.9,6.5,16.7,21.6,-14.44823
712,3.9,6.5,16.7,21.6,-14.44823
713,3.5,10.6,15.3,19.9,-12.33505
714,3.5,10.6,15.3,19.9,-12.33505
715,99.9,99.9,99.9,99.9,88.40035
716,99.9,99.9,99.9,99.9,88.40035
717,3.9,6.5,16.7,21.6,7.1243
718,3.9,6.5,16.7,21.6,7.1243
719,3.9,6.5,16.7,21.6,7.1243
720,99.9,99.9,99.9,99.9,63.92434
721,5.9,9.4,13.1,17.6,-8.1965
722,5.9,9.4,13.1,17.6,-8.1965
723,5.9,9.4,13.1,17.6,-9.36887
724,5.9,9.4,13.1,17.6,-9.36887
725,5.9,9.4,13.1,17.6,-8.46476
726,5.9,9.4,13.1,17.6,-8.46476
727,99.9,0.5,9.6,13.9,-0.51781
728,99.9,0.5,9.6,13.9,-0.51781
729,99.9,99.9,7.9,12.6,9.19011
730,99.9,99.9,99.9,99.9,72.39285
731,99.9,99.9,99.9,99.9,72.39285
732,99.9,99.9,99.9,99.9,72.39285
733,99.9,99.9,7.9,12.6,9.12288
734,99.9,99.9,1.2,6,43.63277
735,6.9,10.2,13.4,18.2,15.14673
736,99.9,2.1,6.8,11.2,11.40331
737,99.9,2.1,6.8,11.2,11.40331
738,99.9,99.9,99.9,99.9,102.33273
739,99.9,99.9,99.9,99.9,102.33273
740,99.9,99.9,99.9,99.9,102.33273
741,99.9,99.9,99.9,99.9,102.33273
742,2.3,4.1,13.7,18.2,3.84849
743,2.3,4.1,13.7,18.2,3.84849
744,99.9,99.9,99.9,99.9,116.15145
745,99.9,99.9,99.9,99.9,116.15145
746,99.9,99.9,99.9,99.9,109.64925
747,99.9,99.9,99.9,99.9,109.64925
748,99.9,99.9,0.5,5.4,34.8404
749,99.9,99.9,0.5,5.4,34.8404
750,99.9,99.9,4.5,9.2,20.90424
751,99.9,1.9,5.8,10.5,-5.19502
752,99.9,99.9,99.9,99.9,107.06744
753,99.9,99.9,99.9,99.9,107.06744
754,99.9,99.9,99.9,99.9,107.06744
755,99.9,2,13,17.9,15.0228
756,99.9,2,13,17.9,15.0228
757,99.9,0.5,6.9,11.7,12.29473
758,99.9,0.5,6.9,11.7,12.29473
759,99.9,0.5,6.9,11.7,12.29473
760,1.5,4,14.3,18.6,-2.1312
761,1.5,4,14.3,18.6,-2.1312
762,99.9,3.3,8.2,12.8,19.03644
763,2.6,5,14.3,18.8,-14.9872
764,2.6,5,14.3,18.8,-14.9872
765,2.6,5,14.3,18.8,-14.9872
766,99.9,2.1,10.4,14.7,-2.07607
767,99.9,2.1,10.4,14.7,-2.07607
768,99.9,99.9,4.3,9.1,10.08632
769,99.9,99.9,4.3,9.1,10.08632
770,99.9,99.9,4.3,9.1,10.08632
771,1.4,3.7,13.8,18,-13.66113
772,99.9,99.9,99.9,99.9,61.15224
773,99.9,99.9,99.9,99.9,61.15224
774,99.9,99.9,99.9,99.9,61.15224
775,99.9,99.9,99.9,99.9,61.15224
776,6.4,9.7,13.4,17.9,0.52917
777,6.4,9.7,13.4,17.9,0.52917
778,6.4,9.7,13.4,17.9,0.52917
779,99.9,99.9,7.9,12.6,27.50067
780,99.9,99.9,7.9,12.6,27.50067
781,6.4,9.7,13.4,17.9,-1.57971
782,99.9,99.9,5.9,10.4,9.04826
783,99.9,0.8,10.4,14.9,-8.74131
784,3.3,5.5,15,19.6,-5.07658
785,3.3,5.5,15,19.6,-5.07658
786,3.3,5.5,15,19.6,-5.07658
787,99.9,99.9,99.9,99.9,75.51397
788,99.9,99.9,99.9,99.9,75.51397
789,99.9,1.6,12.6,16.6,-4.84752
790,2.3,4.1,13.7,18.2,-6.0031
791,2.3,4.1,13.7,18.2,-6.0031
792,2.3,4.1,13.7,18.2,-6.0031
793,99.9,99.9,5.9,10.4,18.32794
794,99.9,99.9,5.9,10.4,18.32794
795,99.9,99.9,99.9,99.9,78.46346
796,99.9,1.5,8.3,13.1,4.32263
797,99.9,1.5,8.3,13.1,4.32263
798,99.9,99.9,99.9,99.9,106.16367
799,99.9,99.9,99.9,99.9,106.16367
800,0,6.3,10.8,15.2,-6.7238
801,0,6.3,10.8,15.2,-6.7238
802,99.9,99.9,5.9,10.4,10.69134
803,99.9,99.9,5.9,10.4,10.69134
804,99.9,99.9,99.9,99.9,103.66543
805,99.9,99.9,99.9,99.9,103.66543
806,99.9,99.9,99.9,99.9,103.66543
807,99.9,99.9,0.6,5.5,2.16081
808,99.9,99.9,0.6,5.5,2.16081
809,99.9,99.9,4.7,9.7,14.05805
810,99.9,99.9,4.7,9.7,14.05805
811,99.9,99.9,99.9,99.9,90.57774
812,99.9,99.9,99.9,99.9,90.57774
813,99.9,99.9,99.9,99.9,90.57774
814,99.9,99.9,99.9,99.9,90.57774
815,99.9,99.9,4.3,9.1,12.69149
816,99.9,99.9,4.3,9.1,12.69149
817,99.9,99.9,99.9,99.9,97.92066
818,99.9,99.9,4.6,9.1,23.53315
819,99.9,0,10,14.6,4.81993
820,99.9,0,10,14.6,4.81993
821,99.9,0,10,14.6,4.81993
822,99.9,2.1,10.4,14.7,-9.11818
823,99.9,2.1,10.4,14.7,-9.11818
824,1.4,3.7,13.8,18,-16.23788
825,1.4,3.7,13.8,18,-16.23788
826,99.9,99.9,4.5,9.2,34.76965
827,99.9,99.9,4.5,9.2,34.76965
828,2.6,5,14.3,18.8,-12.97219
829,99.9,2.1,10.4,14.7,-7.38844
830,99.9,2.1,10.4,14.7,-7.38844
831,99.9,99.9,0.5,5.4,26.84493
832,99.9,99.9,4.5,9.2,2.86834
833,99.9,99.9,4.5,9.2,2.86834
834,99.9,0,10,14.6,-1.03002
835,99.9,0,10,14.6,-1.03002
836,99.9,99.9,4.2,8.7,18.54332
837,99.9,99.9,4.2,8.7,18.54332
838,99.9,99.9,99.9,99.9,61.99311
839,99.9,99.9,99.9,99.9,61.99311
840,99.9,0.9,10.7,15.4,0.44634
841,99.9,0.9,10.7,15.4,0.44634
842,99.9,0.9,10.7,15.4,0.44634
843,99.9,99.9,99.9,0.5,67.75207
844,99.9,99.9,99.9,0.5,67.75207
845,99.9,0.5,9.6,13.9,5.36513
846,99.9,0.5,9.6,13.9,5.36513
847,2.6,5,14.3,18.8,-8.23484
848,6.9,10.2,13.4,18.2,-10.03383
849,6.9,10.2,13.4,18.2,-10.03383
850,99.9,99.9,4.3,9.1,-7.56532
851,1.6,4.1,13.2,17.6,-14.79987
852,99.9,2.1,10.4,14.7,8.10822
853,99.9,2.1,10.4,14.7,8.10822
854,99.9,99.9,9.9,14.9,-6.84733
855,99.9,99.9,9.9,14.9,-6.84733
856,99.9,99.9,9.9,14.9,-6.84733
857,99.9,99.9,9.9,14.9,-6.84733
858,99.9,99.9,4.3,9.1,47.38274
859,99.9,99.9,4.3,9.1,47.38274
860,99.9,99.9,4.3,9.1,12.46399
861,5.9,9.4,13.1,17.6,-7.75203
862,5.9,9.4,13.1,17.6,-7.75203
863,5.9,9.4,13.1,17.6,-7.75203
864,99.9,0.9,10.7,15.4,-13.30006
865,99.9,0.9,10.7,15.4,-13.30006
866,99.9,0.9,10.7,15.4,-13.30006
867,99.9,99.9,0.6,5.5,22.90919
868,99.9,99.9,0.6,5.5,22.90919
869,99.9,99.9,0.6,5.5,22.90919
870,99.9,0,10,14.6,4.26718
871,99.9,0,10,14.6,4.26718
872,2,4.7,15.4,20.2,20.87916
873,2,4.7,15.4,20.2,20.87916
874,2,4.7,15.4,20.2,20.87916
875,99.9,99.9,99.9,99.9,91.74285
876,99.9,99.9,99.9,99.9,91.74285
877,99.9,99.9,99.9,99.9,91.74285
878,2.3,4.1,13.7,18.2,-6.19831
879,99.9,99.9,5.9,10.4,17.2489
880,3.3,5.8,16.8,20.7,-13.13868
881,3.3,5.8,16.8,20.7,-13.13868
882,3.3,5.8,16.8,20.7,-13.13868
883,0.5,7.6,12.2,16.8,-5.55455
884,0.5,7.6,12.2,16.8,-5.55455
885,2.9,5.1,15.2,19.4,5.53578
886,99.9,99.9,99.9,3.3,32.91856
887,1.6,4.1,13.2,17.6,-14.21483
888,1.6,4.1,13.2,17.6,-9.4524
889,1.6,4.1,13.2,17.6,-9.4524
890,99.9,99.9,99.9,1.4,66.92176
891,99.9,99.9,99.9,1.4,66.92176
892,99.9,99.9,99.9,0,57.8532
893,99.9,99.9,0.5,5.4,31.39172
894,99.9,99.9,5.9,10.4,21.03644
895,99.9,99.9,5.9,10.4,21.03644
896,99.9,99.9,5.9,10.4,21.03644
897,99.9,99.9,5.9,10.4,21.03644
898,99.9,99.9,5.9,10.4,21.03644
899,99.9,99.9,5.9,10.4,21.03644
900,99.9,99.9,99.9,99.9,82.34252
901,99.9,3.6,10.6,15.2,-14.4262
902,99.9,99.9,5.9,10.4,5.63596
903,99.9,99.9,5.9,10.4,5.63596
904,99.9,99.9,0.6,5.5,56.92634
905,99.9,99.9,0.6,5.5,56.92634
906,99.9,2.1,6.8,11.2,0.67861
907,99.9,2.1,6.8,11.2,0.67861
908,99.9,1.7,7.1,11.8,11.90293
909,99.9,1.7,7.1,11.8,11.90293
910,99.9,1.7,7.1,11.8,11.90293
911,99.9,99.9,0.5,5.4,27.41899
912,99.9,99.9,0.5,5.4,27.41899
913,99.9,99.9,0.5,5.4,27.41899
914,99.9,99.9,4.3,9.1,10.97882
915,5.9,9.4,13.1,17.6,-6.4929
916,5.9,9.4,13.1,17.6,-6.4929
917,2.9,5.1,15.2,19.4,4.34904
918,99.9,0.5,9.6,13.9,5.73379
919,99.9,0.5,9.6,13.9,5.73379
920,99.9,0.5,9.6,13.9,5.73379
921,99.9,99.9,99.9,99.9,121.22883
922,99.9,99.9,99.9,99.9,121.22883
923,5.9,9.4,13.1,17.6,-2.8455
924,5.9,9.4,13.1,17.6,-2.8455
925,5.9,9.4,13.1,17.6,-2.8455
926,5.9,9.4,13.1,17.6,-11.75036
927,5.9,9.4,13.1,17.6,-11.75036
928,4.2,7.3,15.8,20.2,-1.8539
929,99.9,99.9,99.9,99.9,106.26624
930,99.9,99.9,4.3,9.1,16.95331
931,99.9,99.9,4.3,9.1,16.95331
932,99.9,99.9,4.5,9.2,18.14303
933,99.9,99.9,4.5,9.2,18.14303
934,99.9,1.7,7.1,11.8,12.71003
935,99.9,1.7,7.1,11.8,12.71003
936,99.9,0.6,7,11.4,1.935
937,99.9,0.5,6.9,11.7,2.68858
938,99.9,99.9,5.9,10.4,11.10357
939,99.9,99.9,5.9,10.4,11.10357
940,99.9,8.4,14.6,19.5,-18.04066
941,99.9,8.4,14.6,19.5,-18.04066
942,99.9,8.4,14.6,19.5,-18.04066
943,99.9,8.4,14.6,19.5,-18.04066
944,99.9,8.4,14.6,19.5,-18.04066
945,99.9,99.9,0.6,5.5,2.85857
946,99.9,99.9,0.6,5.5,2.85857
947,2.3,4.1,13.7,18.2,-7.62536
948,3.3,5.8,16.8,20.7,-17.30942
949,99.9,0,10,14.6,0.15805
950,99.9,0,10,14.6,0.15805
951,99.9,0,10,14.6,0.15805
952,99.9,99.9,4.3,9.1,-2.54055
953,99.9,99.9,99.9,4.1,47.1587
954,99.9,99.9,99.9,4.1,47.1587
955,3.4,5.8,14.7,18.9,-11.69755
956,99.9,99.9,4.5,9.2,-2.42785
957,99.9,99.9,99.9,99.9,112.91872
958,99.9,99.9,99.9,99.9,112.91872
959,1.5,4,14.3,18.6,-9.14863
960,3.4,5.8,16,20.2,-14.17091
961,3.4,5.8,16,20.2,-14.17091
962,5.9,9.4,13.1,17.6,-3.77342
963,6.4,9.7,13.4,17.9,3.58787
964,6.4,9.7,13.4,17.9,3.58787
965,99.9,99.9,1.2,6,31.45641
966,99.9,99.9,1.2,6,31.45641
967,99.9,0.9,10.7,15.4,-0.94316
968,99.9,0.9,10.7,15.4,-0.94316
969,99.9,99.9,4.3,9.1,8.53936
970,99.9,99.9,4.3,9.1,8.53936
971,99.9,99.9,4.3,9.1,8.53936
972,4.9,7.2,13.4,17.7,-3.98584
973,99.9,99.9,1.2,6,51.50787
974,99.9,99.9,1.2,6,51.50787
975,99.9,99.9,1.7,6.3,18.23744
976,99.9,99.9,4.3,9.1,12.19876
977,99.9,99.9,4.3,9.1,12.19876
978,1.4,3.7,13.8,18,-14.86481
979,2.3,4.1,13.7,18.2,-17.56682
980,2.3,4.1,13.7,18.2,-17.56682
981,99.9,0.8,10.4,14.9,7.51753
982,99.9,99.9,7.9,12.6,17.51608
983,99.9,99.9,7.9,12.6,17.51608
984,99.9,0.5,6.9,11.7,3.8823
985,99.9,2.1,10.4,14.7,-8.50833
986,99.9,2.1,10.4,14.7,-8.50833
987,2.6,5,14.3,18.8,-9.59674
988,2.6,5,14.3,18.8,-9.59674
989,99.9,99.9,9.9,14.9,5.38462
990,99.9,99.9,9.9,14.9,5.38462
991,99.9,99.9,99.9,99.9,98.62981
992,99.9,99.9,99.9,99.9,98.62981
993,99.9,99.9,4.3,9.1,19.69377
994,99.9,99.9,4.3,9.1,19.69377
995,99.9,99.9,4.3,9.1,19.69377
996,99.9,99.9,4.3,9.1,19.69377
997,99.9,0.6,7,11.4,7.82005
998,99.9,0.6,7,11.4,7.82005
999,99.9,1.9,5.8,10.5,-3.5507
1000,99.9,0,10,14.6,-8.51554
1001,2.6,5,14.3,18.8,-12.29625
1002,2.6,5,14.3,18.8,-12.29625
1003,2.9,5.1,14.8,18.7,-2.96464
1004,2.9,5.1,14.8,18.7,-2.96464
1005,2.9,5.1,14.8,18.7,-2.96464
1006,99.9,99.9,0.6,5.5,42.81614
1007,99.9,99.9,0.6,5.5,42.81614
1008,99.9,99.9,0.5,4.4,36.62971
1009,99.9,99.9,0.5,4.4,36.62971
1010,99.9,99.9,0.6,5.5,31.57792
1011,99.9,99.9,0.6,5.5,31.57792
1012,4.1,6.9,17.5,22.5,-10.4322
1013,4.1,6.9,17.5,22.5,-10.4322
1014,99.9,99.9,5.9,10.4,20.45737
1015,99.9,0.5,9.6,13.9,6.52643
1016,99.9,0.5,9.6,13.9,6.52643
1017,99.9,0.5,9.6,13.9,6.52643
1018,3.3,5.5,15.4,19.7,-6.37268
1019,99.9,1.9,5.8,10.5,-4.09027
1020,99.9,1.9,5.8,10.5,-4.09027
1021,99.9,1.9,5.8,10.5,-4.09027
1022,99.9,99.9,1.2,6,43.46879
1023,99.9,99.9,1.2,6,43.46879
1024,99.9,99.9,1.2,6,43.46879
1025,3.4,5.8,16,20.2,-28.54679
1026,3.4,5.8,16,20.2,-28.54679
1027,99.9,99.9,3.8,9,35.32841
1028,99.9,99.9,3.8,9,35.32841
1029,3.3,5.6,14.9,19.3,-5.02876
1030,3.3,5.6,14.9,19.3,-5.02876
1031,99.9,99.9,1.2,6,28.847
1032,99.9,99.9,1.2,6,28.847
1033,99.9,99.9,1.2,6,28.847
1034,99.9,0.8,10.4,14.9,-7.0836
1035,99.9,0.8,10.4,14.9,-7.0836
1036,99.9,0.8,10.4,14.9,-7.0836
1037,99.9,0.8,10.4,14.9,-7.0836
1038,99.9,99.9,4.3,9.1,-21.78251
1039,99.9,99.9,4.3,9.1,-21.78251
1040,99.9,99.9,4.3,9.1,-21.78251
1041,99.9,99.9,99.9,99.9,113.26826
1042,99.9,99.9,99.9,99.9,113.26826
1043,99.9,99.9,99.9,0,59.03658
1044,99.9,99.9,99.9,0,59.03658
1045,99.9,2.3,10.6,15,-2.96118
1046,99.9,2.3,10.6,15,-2.96118
1047,99.9,2.3,10.6,15,-2.96118
1048,99.9,2.3,10.6,15,-2.96118
1049,99.9,2.9,11.2,15.7,-0.02352
1050,2,4.2,14.6,18.4,-15.22089
1051,1.6,4.1,13.2,17.6,-21.96773
1052,5.9,9.4,13.1,17.6,-16.66383
1053,5.9,9.4,13.1,17.6,-16.66383
1054,5.9,9.4,13.1,17.6,-16.66383
1055,3,6.6,10.2,14.8,-6.31942
1056,3,6.6,10.2,14.8,-6.31942
1057,99.9,99.9,4.5,9.2,20.68245
1058,99.9,99.9,4.5,9.2,20.68245
1059,99.9,99.9,7.9,12.6,5.47939
1060,99.9,99.9,7.9,12.6,5.47939
1061,99.9,99.9,5.9,10.4,12.94347
1062,99.9,99.9,0.5,5.4,34.69403
1063,99.9,99.9,0.5,5.4,34.69403
1064,3.3,5.4,12.6,16.9,-12.34876
1065,99.9,99.9,99.9,99.9,89.59251
1066,99.9,99.9,99.9,99.9,89.59251
1067,99.9,99.9,99.9,99.9,89.59251
1068,99.9,99.9,7.9,12.6,7.12786
1069,99.9,99.9,7.9,12.6,7.12786
1070,99.9,99.9,7.9,12.6,7.12786
1071,99.9,99.9,5.9,10.4,9.06581
1072,99.9,99.9,99.9,99.9,116.61195
1073,99.9,99.9,99.9,99.9,116.61195
1074,99.9,99.9,4.3,9.1,14.62648
1075,99.9,99.9,4.3,9.1,14.62648
1076,99.9,99.9,4.3,9.1,14.62648
1077,99.9,99.9,0.6,5.5,30.7362
1078,99.9,99.9,0.6,5.5,30.7362
1079,99.9,0,10,14.6,10.54692
1080,99.9,0,10,14.6,10.54692
1081,99.9,0.9,10.7,15.4,-21.34825
1082,99.9,0.9,10.7,15.4,-21.34825
1083,3.4,5.8,16,20.2,-28.99
1084,3.4,5.8,16,20.2,-28.99
1085,99.9,99.9,0.5,5.4,22.98692
1086,99.9,99.9,0.5,5.4,22.98692
1087,2.6,5,14.3,18.8,-0.25772
1088,2.6,5,14.3,18.8,-0.25772
1089,3.4,5.8,16,20.2,-16.62875
1090,99.9,99.9,99.9,99.9,116.84615
1091,99.9,99.9,99.9,99.9,82.04815
1092,99.9,99.9,99.9,99.9,82.04815
1093,99.9,99.9,99.9,99.9,56.13606
1094,99.9,99.9,99.9,99.9,56.13606
1095,3.9,6.5,16.7,21.6,2.30747
1096,3.9,6.5,16.7,21.6,2.30747
1097,99.9,0.9,10.7,15.4,-2.53936
1098,99.9,0.9,10.7,15.4,-2.53936
1099,99.9,2.1,10.4,14.7,-12.93111
1100,99.9,99.9,99.9,99.9,52.86913
1101,5.9,9.4,13.1,17.6,-8.03494
1102,99.9,3.6,10.6,15.2,6.33991
1103,99.9,3.6,10.6,15.2,6.33991
1104,99.9,3.6,10.6,15.2,6.33991
1105,99.9,3.6,10.6,15.2,3.62176
1106,3,6.6,10.2,14.8,-6.70341
1107,3,6.6,10.2,14.8,-6.70341
1108,5.9,9.4,13.1,17.6,-3.14781
1109,3.9,6.5,16.7,21.6,-3.2067
1110,99.9,99.9,99.9,99.9,69.3269
1111,99.9,0,10,14.6,8.39595
1112,99.9,0.9,10.7,15.4,6.96449
1113,1.5,4,14.3,18.6,-8.33816
1114,1.5,4,14.3,18.6,-8.33816
1115,3.4,5.8,16,20.2,-13.30545
1116,3.4,5.8,16,20.2,-13.30545
1117,99.9,99.9,9.9,14.9,1.15152
1118,99.9,99.9,9.9,14.9,1.15152
1119,1.5,4,14.3,18.6,-11.54634
1120,99.9,99.9,0.6,5.5,47.14762
1121,99.9,99.9,0.6,5.5,47.14762
1122,99.9,99.9,0.6,5.5,47.14762
1123,99.9,99.9,0.6,5.5,47.14762
1124,2.6,5,14.3,18.8,-5.21353
1125,2.6,5,14.3,18.8,-5.21353
1126,99.9,99.9,9.9,14.9,0.98702
1127,99.9,99.9,99.9,99.9,114.17959
1128,99.9,99.9,99.9,99.9,114.17959
1129,99.9,99.9,0.5,4.4,35.02159
1130,99.9,99.9,0.5,4.4,35.02159
1131,99.9,99.9,1.2,6,51.43957
1132,99.9,99.9,1.2,6,51.43957
1133,99.9,99.9,4.3,9.1,73.29433
1134,99.9,99.9,4.3,9.1,73.29433
1135,99.9,99.9,99.9,99.9,103.27499
1136,99.9,99.9,99.9,99.9,103.27499
1137,99.9,0,10,14.6,-11.06107
1138,99.9,0,10,14.6,-11.06107
1139,99.9,0,10,14.6,-11.06107
1140,2.3,4.1,13.7,18.2,-18.39507
1141,99.9,99.9,4.6,9.1,23.05985
1142,99.9,99.9,4.3,9.1,78.38293
1143,99.9,99.9,4.3,9.1,78.38293
1144,99.9,1.9,5.8,10.5,-1.44683
1145,99.9,1.9,5.8,10.5,-1.44683
1146,3.4,5.8,14.7,18.9,-19.55383
1147,99.9,2,6.1,11.3,4.73994
1148,3.3,5.5,15,19.6,-5.18238
1149,3.3,5.5,15,19.6,-5.18238
1150,1.5,4,14.3,18.6,-9.53247
1151,1.5,4,14.3,18.6,-9.53247
1152,1.5,4,14.3,18.6,-9.53247
1153,2.3,4.1,13.7,18.2,3.2648
1154,2.3,4.1,13.7,18.2,3.2648
1155,2.3,4.1,13.7,18.2,3.2648
1156,99.9,99.9,7.9,12.6,7.88216
1157,99.9,99.9,7.9,12.6,7.88216
1158,2.3,4.1,13.7,18.2,-2.86319
1159,2.3,4.1,13.7,18.2,-2.86319
1160,99.9,0.6,7,11.4,5.48097
1161,99.9,0.6,7,11.4,5.48097
1162,99.9,99.9,99.9,99.9,65.32568
1163,99.9,99.9,99.9,99.9,122.8355
1164,3.2,5.4,14.3,18.4,-20.26749
1165,3.2,5.4,14.3,18.4,-20.26749
1166,99.9,99.9,1.2,6,49.12423
1167,99.9,99.9,1.2,6,49.12423
1168,3.3,5.5,15,19.6,-11.76781
1169,3.3,5.5,15,19.6,-11.76781
1170,3.3,5.5,15,19.6,-11.76781
1171,99.9,99.9,99.9,99.9,93.16595
1172,2.9,5.1,15.2,19.4,1.08185
1173,4.2,7.3,15.8,20.2,14.61922
1174,4.2,7.3,15.8,20.2,14.61922
1175,99.9,99.9,4.3,9.1,-3.69392
1176,99.9,99.9,4.3,9.1,-3.69392
1177,99.9,99.9,4.3,9.1,-3.69392
1178,99.9,99.9,4.3,9.1,-3.69392
1179,99.9,99.9,5.9,10.4,11.6981
1180,99.9,99.9,5.9,10.4,11.6981
1181,99.9,99.9,5.9,10.4,11.6981
1182,3.3,5.4,12.6,16.9,0.53606
1183,2.3,4.1,13.7,18.2,1.55194
1184,2.3,4.1,13.7,18.2,1.55194
1185,2.3,4.1,13.7,18.2,-2.80923
1186,99.9,0.8,10.4,14.9,-13.93802
1187,99.9,0.8,10.4,14.9,-13.93802
1188,99.9,99.9,4.2,8.7,20.57559
1189,99.9,99.9,4.2,8.7,20.57559
1190,99.9,99.9,0.5,5.4,31.18208
1191,99.9,99.9,0.5,5.4,31.18208
1192,99.9,99.9,0.5,5.4,38.34715
1193,99.9,99.9,0.5,5.4,38.34715
1194,99.9,99.9,99.9,99.9,127.86677
1195,99.9,99.9,99.9,99.9,127.86677
1196,99.9,0.5,6.9,11.7,10.22279
1197,99.9,0.5,6.9,11.7,10.22279
1198,99.9,0.5,6.9,11.7,10.22279
1199,99.9,99.9,99.9,99.9,125.63009
1200,6.9,10.2,13.4,18.2,14.04137
1201,6.9,10.2,13.4,18.2,14.04137
