id,prsqft,fsid,year,long,lat
2453,161.1374408,2.40472E+11,2008,-75.15695939,38.37684808
2454,165.8767773,2.40472E+11,2014,-75.15695939,38.37684808
2455,161.1374408,2.40472E+11,2008,-75.15695939,38.37684808
2456,223.8862559,2.40472E+11,2005,-75.15695939,38.37684808
2457,161.1374408,2.40472E+11,2008,-75.15695939,38.37684808
2458,126.8412439,2.40472E+11,2011,-75.15556065,38.37950484
2459,131.6056911,2.40472E+11,2016,-75.17851472,38.39647997
2460,276.5151515,2.40472E+11,2009,-75.15206643,38.39966616
2461,276.5151515,2.40472E+11,2009,-75.15206643,38.39966616
2462,81.69934641,2.40472E+11,2007,-75.1246381,38.35241492
2463,70.75163399,2.40472E+11,2012,-75.1246381,38.35241492
2464,70.75163399,2.40472E+11,2011,-75.1246381,38.35241492
2465,342.5925926,2.40472E+11,2008,-75.12724848,38.38133737
2466,342.5925926,2.40472E+11,2008,-75.12724848,38.38133737
2467,192.8438662,2.40472E+11,2005,-75.14566967,38.38219601
2468,192.8438662,2.40472E+11,2005,-75.14566967,38.38219601
2469,150.1960784,2.40472E+11,2011,-75.15666688,38.36394907
2470,150.1960784,2.40472E+11,2012,-75.15666688,38.36394907
2471,166.4144354,2.40472E+11,2006,-75.21314794,38.31847001
2472,61.11757858,2.40472E+11,2005,-75.21314794,38.31847001
2473,65.19208382,2.40472E+11,2005,-75.21314794,38.31847001
2474,139.0644753,2.40472E+11,2016,-75.14616266,38.36872447
2475,147.2222222,2.40472E+11,2013,-75.1600283,38.38846323
2476,147.2222222,2.40472E+11,2013,-75.1600283,38.38846323
2477,130.5114638,2.40472E+11,2015,-75.50205702,38.06744838
2478,140.625,2.40472E+11,2009,-75.16162566,38.39086079
2479,171.46875,2.40472E+11,2005,-75.16162566,38.39086079
2480,142.7469136,2.40472E+11,2015,-75.13627615,38.36539255
2481,178.2682513,2.40472E+11,2014,-75.13508652,38.38719578
